park_name,park_code,year,month,visits
Virgin Islands National Park,VIIS,1979,7,55220
Virgin Islands National Park,VIIS,1979,8,45575
Virgin Islands National Park,VIIS,1979,9,25042
Virgin Islands National Park,VIIS,1979,10,35736
Virgin Islands National Park,VIIS,1979,11,38491
Virgin Islands National Park,VIIS,1979,12,52923
Virgin Islands National Park,VIIS,1980,1,54719
Virgin Islands National Park,VIIS,1980,2,61614
Virgin Islands National Park,VIIS,1980,3,61245
Virgin Islands National Park,VIIS,1980,4,45525
Virgin Islands National Park,VIIS,1980,5,41922
Virgin Islands National Park,VIIS,1980,6,38222
Virgin Islands National Park,VIIS,1980,7,44895
Virgin Islands National Park,VIIS,1980,8,42832
Virgin Islands National Park,VIIS,1980,9,21109
Virgin Islands National Park,VIIS,1980,10,30551
Virgin Islands National Park,VIIS,1980,11,51394
Virgin Islands National Park,VIIS,1980,12,53890
Virgin Islands National Park,VIIS,1981,1,56857
Virgin Islands National Park,VIIS,1981,2,56987
Virgin Islands National Park,VIIS,1981,3,56013
Virgin Islands National Park,VIIS,1981,4,46973
Virgin Islands National Park,VIIS,1981,5,42897
Virgin Islands National Park,VIIS,1981,6,37772
Virgin Islands National Park,VIIS,1981,7,41838
Virgin Islands National Park,VIIS,1981,8,39826
Virgin Islands National Park,VIIS,1981,9,24035
Virgin Islands National Park,VIIS,1981,10,41725
Virgin Islands National Park,VIIS,1981,11,51309
Virgin Islands National Park,VIIS,1981,12,70296
Virgin Islands National Park,VIIS,1982,1,80832
Virgin Islands National Park,VIIS,1982,2,77372
Virgin Islands National Park,VIIS,1982,3,84615
Virgin Islands National Park,VIIS,1982,4,65846
Virgin Islands National Park,VIIS,1982,5,48325
Virgin Islands National Park,VIIS,1982,6,44971
Virgin Islands National Park,VIIS,1982,7,60645
Virgin Islands National Park,VIIS,1982,8,45510
Virgin Islands National Park,VIIS,1982,9,30476
Virgin Islands National Park,VIIS,1982,10,34579
Virgin Islands National Park,VIIS,1982,11,43550
Virgin Islands National Park,VIIS,1982,12,56759
Virgin Islands National Park,VIIS,1983,1,77827
Virgin Islands National Park,VIIS,1983,2,75071
Virgin Islands National Park,VIIS,1983,3,82358
Virgin Islands National Park,VIIS,1983,4,66329
Virgin Islands National Park,VIIS,1983,5,49029
Virgin Islands National Park,VIIS,1983,6,47661
Virgin Islands National Park,VIIS,1983,7,57070
Virgin Islands National Park,VIIS,1983,8,46767
Virgin Islands National Park,VIIS,1983,9,26891
Virgin Islands National Park,VIIS,1983,10,41476
Virgin Islands National Park,VIIS,1983,11,49647
Virgin Islands National Park,VIIS,1983,12,56674
Virgin Islands National Park,VIIS,1984,1,71794
Virgin Islands National Park,VIIS,1984,2,83174
Virgin Islands National Park,VIIS,1984,3,77294
Virgin Islands National Park,VIIS,1984,4,71360
Virgin Islands National Park,VIIS,1984,5,55637
Virgin Islands National Park,VIIS,1984,6,46204
Virgin Islands National Park,VIIS,1984,7,46174
Virgin Islands National Park,VIIS,1984,8,46852
Virgin Islands National Park,VIIS,1984,9,29871
Virgin Islands National Park,VIIS,1984,10,35836
Virgin Islands National Park,VIIS,1984,11,45614
Virgin Islands National Park,VIIS,1984,12,56625
Virgin Islands National Park,VIIS,1985,1,72406
Virgin Islands National Park,VIIS,1985,2,78075
Virgin Islands National Park,VIIS,1985,3,79548
Virgin Islands National Park,VIIS,1985,4,71932
Virgin Islands National Park,VIIS,1985,5,54529
Virgin Islands National Park,VIIS,1985,6,45039
Virgin Islands National Park,VIIS,1985,7,53570
Virgin Islands National Park,VIIS,1985,8,46716
Virgin Islands National Park,VIIS,1985,9,29010
Virgin Islands National Park,VIIS,1985,10,38882
Virgin Islands National Park,VIIS,1985,11,53488
Virgin Islands National Park,VIIS,1985,12,76203
Virgin Islands National Park,VIIS,1986,1,81438
Virgin Islands National Park,VIIS,1986,2,81878
Virgin Islands National Park,VIIS,1986,3,93452
Virgin Islands National Park,VIIS,1986,4,75417
Virgin Islands National Park,VIIS,1986,5,61309
Virgin Islands National Park,VIIS,1986,6,57441
Virgin Islands National Park,VIIS,1986,7,68508
Virgin Islands National Park,VIIS,1986,8,54903
Virgin Islands National Park,VIIS,1986,9,26493
Virgin Islands National Park,VIIS,1986,10,42663
Virgin Islands National Park,VIIS,1986,11,55632
Virgin Islands National Park,VIIS,1986,12,67324
Virgin Islands National Park,VIIS,1987,1,84592
Virgin Islands National Park,VIIS,1987,2,80524
Virgin Islands National Park,VIIS,1987,3,86384
Virgin Islands National Park,VIIS,1987,4,88007
Virgin Islands National Park,VIIS,1987,5,64685
Virgin Islands National Park,VIIS,1987,6,49816
Virgin Islands National Park,VIIS,1987,7,63649
Virgin Islands National Park,VIIS,1987,8,61436
Virgin Islands National Park,VIIS,1987,9,35469
Virgin Islands National Park,VIIS,1987,10,40892
Virgin Islands National Park,VIIS,1987,11,54108
Virgin Islands National Park,VIIS,1987,12,75792
Virgin Islands National Park,VIIS,1988,1,90620
Virgin Islands National Park,VIIS,1988,2,97762
Virgin Islands National Park,VIIS,1988,3,95987
Virgin Islands National Park,VIIS,1988,4,85120
Virgin Islands National Park,VIIS,1988,5,63766
Virgin Islands National Park,VIIS,1988,6,57905
Virgin Islands National Park,VIIS,1988,7,66553
Virgin Islands National Park,VIIS,1988,8,56028
Virgin Islands National Park,VIIS,1988,9,38282
Virgin Islands National Park,VIIS,1988,10,54676
Virgin Islands National Park,VIIS,1988,11,62359
Virgin Islands National Park,VIIS,1988,12,69626
Virgin Islands National Park,VIIS,1989,1,88299
Virgin Islands National Park,VIIS,1989,2,85297
Virgin Islands National Park,VIIS,1989,3,94203
Virgin Islands National Park,VIIS,1989,4,73443
Virgin Islands National Park,VIIS,1989,5,60219
Virgin Islands National Park,VIIS,1989,6,51624
Virgin Islands National Park,VIIS,1989,7,55531
Virgin Islands National Park,VIIS,1989,8,47709
Virgin Islands National Park,VIIS,1989,9,19655
Virgin Islands National Park,VIIS,1989,10,15315
Virgin Islands National Park,VIIS,1989,11,34522
Virgin Islands National Park,VIIS,1989,12,38215
Virgin Islands National Park,VIIS,1990,1,60021
Virgin Islands National Park,VIIS,1990,2,59143
Virgin Islands National Park,VIIS,1990,3,69391
Virgin Islands National Park,VIIS,1990,4,59027
Virgin Islands National Park,VIIS,1990,5,63355
Virgin Islands National Park,VIIS,1990,6,62794
Virgin Islands National Park,VIIS,1990,7,66326
Virgin Islands National Park,VIIS,1990,8,48244
Virgin Islands National Park,VIIS,1990,9,37133
Virgin Islands National Park,VIIS,1990,10,31693
Virgin Islands National Park,VIIS,1990,11,53206
Virgin Islands National Park,VIIS,1990,12,54402
Virgin Islands National Park,VIIS,1991,1,68408
Virgin Islands National Park,VIIS,1991,2,68408
Virgin Islands National Park,VIIS,1991,3,77251
Virgin Islands National Park,VIIS,1991,4,58444
Virgin Islands National Park,VIIS,1991,5,54882
Virgin Islands National Park,VIIS,1991,6,50439
Virgin Islands National Park,VIIS,1991,7,65087
Virgin Islands National Park,VIIS,1991,8,57530
Virgin Islands National Park,VIIS,1991,9,37087
Virgin Islands National Park,VIIS,1991,10,41153
Virgin Islands National Park,VIIS,1991,11,58122
Virgin Islands National Park,VIIS,1991,12,73369
Virgin Islands National Park,VIIS,1992,1,89720
Virgin Islands National Park,VIIS,1992,2,99899
Virgin Islands National Park,VIIS,1992,3,90547
Virgin Islands National Park,VIIS,1992,4,65702
Virgin Islands National Park,VIIS,1992,5,74943
Virgin Islands National Park,VIIS,1992,6,71417
Virgin Islands National Park,VIIS,1992,7,59869
Virgin Islands National Park,VIIS,1992,8,52568
Virgin Islands National Park,VIIS,1992,9,29496
Virgin Islands National Park,VIIS,1992,10,38080
Virgin Islands National Park,VIIS,1992,11,47574
Virgin Islands National Park,VIIS,1992,12,52655
Virgin Islands National Park,VIIS,1993,1,84884
Virgin Islands National Park,VIIS,1993,2,76091
Virgin Islands National Park,VIIS,1993,3,88510
Virgin Islands National Park,VIIS,1993,4,91065
Virgin Islands National Park,VIIS,1993,5,70163
Virgin Islands National Park,VIIS,1993,6,59273
Virgin Islands National Park,VIIS,1993,7,55942
Virgin Islands National Park,VIIS,1993,8,54488
Virgin Islands National Park,VIIS,1993,9,45707
Virgin Islands National Park,VIIS,1993,10,53716
Virgin Islands National Park,VIIS,1993,11,61162
Virgin Islands National Park,VIIS,1993,12,66092
Virgin Islands National Park,VIIS,1994,1,56160
Virgin Islands National Park,VIIS,1994,2,67527
Virgin Islands National Park,VIIS,1994,3,72487
Virgin Islands National Park,VIIS,1994,4,62437
Virgin Islands National Park,VIIS,1994,5,52336
Virgin Islands National Park,VIIS,1994,6,47439
Virgin Islands National Park,VIIS,1994,7,49022
Virgin Islands National Park,VIIS,1994,8,47114
Virgin Islands National Park,VIIS,1994,9,34112
Virgin Islands National Park,VIIS,1994,10,39413
Virgin Islands National Park,VIIS,1994,11,50214
Virgin Islands National Park,VIIS,1994,12,57030
Virgin Islands National Park,VIIS,1995,1,63513
Virgin Islands National Park,VIIS,1995,2,64620
Virgin Islands National Park,VIIS,1995,3,87053
Virgin Islands National Park,VIIS,1995,4,58893
Virgin Islands National Park,VIIS,1995,5,49427
Virgin Islands National Park,VIIS,1995,6,49601
Virgin Islands National Park,VIIS,1995,7,50707
Virgin Islands National Park,VIIS,1995,8,40053
Virgin Islands National Park,VIIS,1995,9,14796
Virgin Islands National Park,VIIS,1995,10,7640
Virgin Islands National Park,VIIS,1995,11,23043
Virgin Islands National Park,VIIS,1995,12,26712
Virgin Islands National Park,VIIS,1996,1,38710
Virgin Islands National Park,VIIS,1996,2,53715
Virgin Islands National Park,VIIS,1996,3,55493
Virgin Islands National Park,VIIS,1996,4,52522
Virgin Islands National Park,VIIS,1996,5,38799
Virgin Islands National Park,VIIS,1996,6,38883
Virgin Islands National Park,VIIS,1996,7,29352
Virgin Islands National Park,VIIS,1996,8,29167
Virgin Islands National Park,VIIS,1996,9,18140
Virgin Islands National Park,VIIS,1996,10,19406
Virgin Islands National Park,VIIS,1996,11,41437
Rocky Mountain National Park,ROMO,1998,8,636460
Rocky Mountain National Park,ROMO,1998,9,445728
Rocky Mountain National Park,ROMO,1998,10,227638
Rocky Mountain National Park,ROMO,1998,11,69927
Rocky Mountain National Park,ROMO,1998,12,56555
Virgin Islands National Park,VIIS,1996,12,60318
Virgin Islands National Park,VIIS,1997,1,72873
Virgin Islands National Park,VIIS,1997,2,67392
Virgin Islands National Park,VIIS,1997,3,82910
Virgin Islands National Park,VIIS,1997,4,52634
Virgin Islands National Park,VIIS,1997,5,54770
Virgin Islands National Park,VIIS,1997,6,48120
Virgin Islands National Park,VIIS,1997,7,49695
Virgin Islands National Park,VIIS,1997,8,36572
Virgin Islands National Park,VIIS,1997,9,24729
Virgin Islands National Park,VIIS,1997,10,27380
Virgin Islands National Park,VIIS,1997,11,34921
Virgin Islands National Park,VIIS,1997,12,40541
Voyageurs National Park,VOYA,1979,1,8476
Voyageurs National Park,VOYA,1979,2,10754
Voyageurs National Park,VOYA,1979,3,2812
Voyageurs National Park,VOYA,1979,4,741
Voyageurs National Park,VOYA,1979,5,29030
Voyageurs National Park,VOYA,1979,6,34120
Voyageurs National Park,VOYA,1979,7,31995
Voyageurs National Park,VOYA,1979,8,34265
Voyageurs National Park,VOYA,1979,9,27837
Voyageurs National Park,VOYA,1979,10,11312
Voyageurs National Park,VOYA,1979,11,941
Voyageurs National Park,VOYA,1979,12,2994
Voyageurs National Park,VOYA,1980,1,10386
Voyageurs National Park,VOYA,1980,2,18462
Voyageurs National Park,VOYA,1980,3,15523
Voyageurs National Park,VOYA,1980,4,1966
Voyageurs National Park,VOYA,1980,5,39844
Voyageurs National Park,VOYA,1980,6,60451
Voyageurs National Park,VOYA,1980,7,44951
Voyageurs National Park,VOYA,1980,8,41911
Voyageurs National Park,VOYA,1980,9,17920
Voyageurs National Park,VOYA,1980,10,7682
Voyageurs National Park,VOYA,1980,11,1224
Voyageurs National Park,VOYA,1980,12,6615
Voyageurs National Park,VOYA,1981,1,10122
Voyageurs National Park,VOYA,1981,2,7659
Voyageurs National Park,VOYA,1981,3,2404
Voyageurs National Park,VOYA,1981,4,1085
Voyageurs National Park,VOYA,1981,5,33134
Voyageurs National Park,VOYA,1981,6,48124
Voyageurs National Park,VOYA,1981,7,56128
Voyageurs National Park,VOYA,1981,8,58008
Voyageurs National Park,VOYA,1981,9,29094
Voyageurs National Park,VOYA,1981,10,8071
Voyageurs National Park,VOYA,1981,11,1181
Voyageurs National Park,VOYA,1981,12,2480
Voyageurs National Park,VOYA,1982,1,3472
Voyageurs National Park,VOYA,1982,2,5400
Voyageurs National Park,VOYA,1982,3,3136
Voyageurs National Park,VOYA,1982,4,755
Voyageurs National Park,VOYA,1982,5,16636
Voyageurs National Park,VOYA,1982,6,22762
Voyageurs National Park,VOYA,1982,7,29965
Voyageurs National Park,VOYA,1982,8,25900
Voyageurs National Park,VOYA,1982,9,19015
Voyageurs National Park,VOYA,1982,10,9432
Voyageurs National Park,VOYA,1982,11,1591
Voyageurs National Park,VOYA,1982,12,5660
Voyageurs National Park,VOYA,1983,1,9673
Saguaro National Park,SAGU,1998,1,69904
Saguaro National Park,SAGU,1998,2,78613
Saguaro National Park,SAGU,1998,3,95458
Saguaro National Park,SAGU,1998,4,94633
Saguaro National Park,SAGU,1998,5,59742
Voyageurs National Park,VOYA,1983,2,10653
Voyageurs National Park,VOYA,1983,3,6475
Voyageurs National Park,VOYA,1983,4,933
Voyageurs National Park,VOYA,1983,5,16259
Voyageurs National Park,VOYA,1983,6,25653
Voyageurs National Park,VOYA,1983,7,24808
Voyageurs National Park,VOYA,1983,8,18859
Voyageurs National Park,VOYA,1983,9,14560
Voyageurs National Park,VOYA,1983,10,5491
Voyageurs National Park,VOYA,1983,11,4742
Saguaro National Park,SAGU,1998,6,45231
Saguaro National Park,SAGU,1998,7,39013
Saguaro National Park,SAGU,1998,8,41516
Saguaro National Park,SAGU,1998,9,39808
Saguaro National Park,SAGU,1998,10,57247
Saguaro National Park,SAGU,1998,11,61444
Saguaro National Park,SAGU,1998,12,33551
Voyageurs National Park,VOYA,1983,12,8348
Voyageurs National Park,VOYA,1984,1,13788
Voyageurs National Park,VOYA,1984,2,7078
Voyageurs National Park,VOYA,1984,3,8454
Voyageurs National Park,VOYA,1984,4,2256
Voyageurs National Park,VOYA,1984,5,18060
Voyageurs National Park,VOYA,1984,6,28176
Voyageurs National Park,VOYA,1984,7,23841
Voyageurs National Park,VOYA,1984,8,23815
Voyageurs National Park,VOYA,1984,9,15902
Voyageurs National Park,VOYA,1984,10,4737
Voyageurs National Park,VOYA,1984,11,2760
Voyageurs National Park,VOYA,1984,12,5856
Voyageurs National Park,VOYA,1985,1,9204
Voyageurs National Park,VOYA,1985,2,7399
Voyageurs National Park,VOYA,1985,3,5644
Voyageurs National Park,VOYA,1985,4,1670
Voyageurs National Park,VOYA,1985,5,15936
Voyageurs National Park,VOYA,1985,6,41520
Voyageurs National Park,VOYA,1985,7,47252
Voyageurs National Park,VOYA,1985,8,34224
Voyageurs National Park,VOYA,1985,9,14157
Voyageurs National Park,VOYA,1985,10,3773
Voyageurs National Park,VOYA,1985,11,1169
Voyageurs National Park,VOYA,1985,12,2036
Voyageurs National Park,VOYA,1986,1,9970
Voyageurs National Park,VOYA,1986,2,11104
Voyageurs National Park,VOYA,1986,3,6616
Voyageurs National Park,VOYA,1986,4,1860
Voyageurs National Park,VOYA,1986,5,19591
Voyageurs National Park,VOYA,1986,6,21607
Voyageurs National Park,VOYA,1986,7,35088
Voyageurs National Park,VOYA,1986,8,37872
Voyageurs National Park,VOYA,1986,9,15100
Voyageurs National Park,VOYA,1986,10,7488
Voyageurs National Park,VOYA,1986,11,1348
Voyageurs National Park,VOYA,1986,12,4493
Voyageurs National Park,VOYA,1987,1,14472
Voyageurs National Park,VOYA,1987,2,17938
Voyageurs National Park,VOYA,1987,3,7245
Voyageurs National Park,VOYA,1987,4,2192
Voyageurs National Park,VOYA,1987,5,22387
Voyageurs National Park,VOYA,1987,6,36950
Voyageurs National Park,VOYA,1987,7,36590
Voyageurs National Park,VOYA,1987,8,31564
Voyageurs National Park,VOYA,1987,9,18194
Voyageurs National Park,VOYA,1987,10,8285
Voyageurs National Park,VOYA,1987,11,3095
Voyageurs National Park,VOYA,1987,12,2815
Voyageurs National Park,VOYA,1988,1,12059
Voyageurs National Park,VOYA,1988,2,13305
Voyageurs National Park,VOYA,1988,3,8371
Voyageurs National Park,VOYA,1988,4,1847
Voyageurs National Park,VOYA,1988,5,24069
Voyageurs National Park,VOYA,1988,6,44482
Voyageurs National Park,VOYA,1988,7,42752
Voyageurs National Park,VOYA,1988,8,39372
Voyageurs National Park,VOYA,1988,9,20071
Voyageurs National Park,VOYA,1988,10,8697
Voyageurs National Park,VOYA,1988,11,2889
Voyageurs National Park,VOYA,1988,12,5821
Voyageurs National Park,VOYA,1989,1,8700
Voyageurs National Park,VOYA,1989,2,8038
Voyageurs National Park,VOYA,1989,3,5897
Voyageurs National Park,VOYA,1989,4,1096
Voyageurs National Park,VOYA,1989,5,20470
Voyageurs National Park,VOYA,1989,6,36435
Voyageurs National Park,VOYA,1989,7,40595
Voyageurs National Park,VOYA,1989,8,43122
Voyageurs National Park,VOYA,1989,9,24970
Voyageurs National Park,VOYA,1989,10,10372
Voyageurs National Park,VOYA,1989,11,2726
Voyageurs National Park,VOYA,1989,12,7205
Voyageurs National Park,VOYA,1990,1,9001
Voyageurs National Park,VOYA,1990,2,10529
Voyageurs National Park,VOYA,1990,3,5846
Voyageurs National Park,VOYA,1990,4,1667
Voyageurs National Park,VOYA,1990,5,23139
Voyageurs National Park,VOYA,1990,6,38767
Voyageurs National Park,VOYA,1990,7,43458
Voyageurs National Park,VOYA,1990,8,44948
Voyageurs National Park,VOYA,1990,9,25390
Voyageurs National Park,VOYA,1990,10,13189
Voyageurs National Park,VOYA,1990,11,1896
Voyageurs National Park,VOYA,1990,12,5724
Voyageurs National Park,VOYA,1991,1,13804
Voyageurs National Park,VOYA,1991,2,13173
Voyageurs National Park,VOYA,1991,3,9473
Voyageurs National Park,VOYA,1991,4,1963
Voyageurs National Park,VOYA,1991,5,22204
Voyageurs National Park,VOYA,1991,6,37816
Voyageurs National Park,VOYA,1991,7,41698
Voyageurs National Park,VOYA,1991,8,35856
Voyageurs National Park,VOYA,1991,9,21695
Voyageurs National Park,VOYA,1991,10,13560
Voyageurs National Park,VOYA,1991,11,1382
Voyageurs National Park,VOYA,1991,12,9233
Voyageurs National Park,VOYA,1992,1,13234
Voyageurs National Park,VOYA,1992,2,14372
Voyageurs National Park,VOYA,1992,3,3901
Voyageurs National Park,VOYA,1992,4,983
Voyageurs National Park,VOYA,1992,5,23443
Voyageurs National Park,VOYA,1992,6,40559
Voyageurs National Park,VOYA,1992,7,43970
Voyageurs National Park,VOYA,1992,8,44974
Voyageurs National Park,VOYA,1992,9,24189
Voyageurs National Park,VOYA,1992,10,9956
Voyageurs National Park,VOYA,1992,11,2055
Voyageurs National Park,VOYA,1992,12,5862
Voyageurs National Park,VOYA,1993,1,15991
Voyageurs National Park,VOYA,1993,2,14303
Voyageurs National Park,VOYA,1993,3,6196
Voyageurs National Park,VOYA,1993,4,1083
Voyageurs National Park,VOYA,1993,5,22899
Voyageurs National Park,VOYA,1993,6,40549
Voyageurs National Park,VOYA,1993,7,42617
Voyageurs National Park,VOYA,1993,8,44336
Voyageurs National Park,VOYA,1993,9,24021
Voyageurs National Park,VOYA,1993,10,10037
Voyageurs National Park,VOYA,1993,11,2291
Voyageurs National Park,VOYA,1993,12,3820
Voyageurs National Park,VOYA,1994,1,16181
Voyageurs National Park,VOYA,1994,2,15918
Voyageurs National Park,VOYA,1994,3,4027
Voyageurs National Park,VOYA,1994,4,1187
Voyageurs National Park,VOYA,1994,5,23154
Voyageurs National Park,VOYA,1994,6,40744
Voyageurs National Park,VOYA,1994,7,43012
Voyageurs National Park,VOYA,1994,8,43513
Voyageurs National Park,VOYA,1994,9,23815
Voyageurs National Park,VOYA,1994,10,10172
Voyageurs National Park,VOYA,1994,11,2260
Voyageurs National Park,VOYA,1994,12,198
Voyageurs National Park,VOYA,1995,1,9419
Voyageurs National Park,VOYA,1995,2,5894
Voyageurs National Park,VOYA,1995,3,3584
Voyageurs National Park,VOYA,1995,4,258
Voyageurs National Park,VOYA,1995,5,23460
Voyageurs National Park,VOYA,1995,6,41567
Voyageurs National Park,VOYA,1995,7,44917
Voyageurs National Park,VOYA,1995,8,45049
Voyageurs National Park,VOYA,1995,9,23465
Voyageurs National Park,VOYA,1995,10,10103
Voyageurs National Park,VOYA,1995,11,2411
Voyageurs National Park,VOYA,1995,12,811
Voyageurs National Park,VOYA,1996,1,9973
Voyageurs National Park,VOYA,1996,2,19111
Voyageurs National Park,VOYA,1996,3,20692
Voyageurs National Park,VOYA,1996,4,149
Voyageurs National Park,VOYA,1996,5,23588
Voyageurs National Park,VOYA,1996,6,41457
Voyageurs National Park,VOYA,1996,7,44911
Voyageurs National Park,VOYA,1996,8,45474
Voyageurs National Park,VOYA,1996,9,24316
Voyageurs National Park,VOYA,1996,10,10326
Voyageurs National Park,VOYA,1996,11,2380
Voyageurs National Park,VOYA,1996,12,4211
Voyageurs National Park,VOYA,1997,1,11640
Voyageurs National Park,VOYA,1997,2,15633
Voyageurs National Park,VOYA,1997,3,6475
Voyageurs National Park,VOYA,1997,4,552
Voyageurs National Park,VOYA,1997,5,23479
Voyageurs National Park,VOYA,1997,6,40614
Voyageurs National Park,VOYA,1997,7,44130
Voyageurs National Park,VOYA,1997,8,43144
Voyageurs National Park,VOYA,1997,9,24709
Voyageurs National Park,VOYA,1997,10,10329
Voyageurs National Park,VOYA,1997,11,2340
Voyageurs National Park,VOYA,1997,12,373
Shenandoah National Park,SHEN,1998,1,22879
Shenandoah National Park,SHEN,1998,2,12937
Shenandoah National Park,SHEN,1998,3,27762
Shenandoah National Park,SHEN,1998,4,94723
Shenandoah National Park,SHEN,1998,5,153940
Shenandoah National Park,SHEN,1998,6,143583
Shenandoah National Park,SHEN,1998,7,199104
Shenandoah National Park,SHEN,1998,8,222371
Shenandoah National Park,SHEN,1998,9,161099
Shenandoah National Park,SHEN,1998,10,300207
Shenandoah National Park,SHEN,1998,11,107417
Shenandoah National Park,SHEN,1998,12,27078
Mesa Verde National Park,MEVE,2000,1,5476
Mesa Verde National Park,MEVE,2000,2,5424
Mesa Verde National Park,MEVE,2000,3,13508
Mesa Verde National Park,MEVE,2000,4,24834
Mesa Verde National Park,MEVE,2000,5,54544
Mesa Verde National Park,MEVE,2000,6,94990
Mesa Verde National Park,MEVE,2000,7,75939
Mesa Verde National Park,MEVE,2000,8,62877
Mesa Verde National Park,MEVE,2000,9,61826
Mesa Verde National Park,MEVE,2000,10,36896
Mesa Verde National Park,MEVE,2000,11,9227
Mesa Verde National Park,MEVE,2000,12,6746
Mount Rainier National Park,MORA,2000,1,28406
Mount Rainier National Park,MORA,2000,2,32619
Mount Rainier National Park,MORA,2000,3,23784
Mount Rainier National Park,MORA,2000,4,35744
Mount Rainier National Park,MORA,2000,5,81895
Mount Rainier National Park,MORA,2000,6,181516
Mount Rainier National Park,MORA,2000,7,276237
Mount Rainier National Park,MORA,2000,8,289775
Mount Rainier National Park,MORA,2000,9,175595
Mount Rainier National Park,MORA,2000,10,117543
Mount Rainier National Park,MORA,2000,11,68112
Mount Rainier National Park,MORA,2000,12,33607
New River Gorge National Park,NEPE,2000,1,10921
New River Gorge National Park,NEPE,2000,2,6486
New River Gorge National Park,NEPE,2000,3,7812
New River Gorge National Park,NEPE,2000,4,8775
New River Gorge National Park,NEPE,2000,5,14987
New River Gorge National Park,NEPE,2000,6,24896
New River Gorge National Park,NEPE,2000,7,22061
New River Gorge National Park,NEPE,2000,8,11701
New River Gorge National Park,NEPE,2000,9,9136
New River Gorge National Park,NEPE,2000,10,10406
New River Gorge National Park,NEPE,2000,11,10966
New River Gorge National Park,NEPE,2000,12,7823
North Cascades National Park,NOCA,2000,1,12
North Cascades National Park,NOCA,2000,2,4
North Cascades National Park,NOCA,2000,3,121
North Cascades National Park,NOCA,2000,4,260
North Cascades National Park,NOCA,2000,5,869
North Cascades National Park,NOCA,2000,6,2260
North Cascades National Park,NOCA,2000,7,7911
North Cascades National Park,NOCA,2000,8,8907
North Cascades National Park,NOCA,2000,9,4453
North Cascades National Park,NOCA,2000,10,757
North Cascades National Park,NOCA,2000,11,97
North Cascades National Park,NOCA,2000,12,53
Olympic National Park,OLYM,2000,1,107655
Olympic National Park,OLYM,2000,2,115064
Olympic National Park,OLYM,2000,3,126936
Olympic National Park,OLYM,2000,4,180927
Olympic National Park,OLYM,2000,5,298942
Olympic National Park,OLYM,2000,6,353597
Olympic National Park,OLYM,2000,7,496673
Olympic National Park,OLYM,2000,8,690936
Olympic National Park,OLYM,2000,9,427104
Olympic National Park,OLYM,2000,10,247361
Olympic National Park,OLYM,2000,11,138278
Olympic National Park,OLYM,2000,12,144249
Petrified Forest National Park,PEFO,2000,1,23556
Petrified Forest National Park,PEFO,2000,2,26234
Petrified Forest National Park,PEFO,2000,3,39520
Petrified Forest National Park,PEFO,2000,4,49710
Petrified Forest National Park,PEFO,2000,5,57085
Petrified Forest National Park,PEFO,2000,6,91938
Petrified Forest National Park,PEFO,2000,7,96207
Petrified Forest National Park,PEFO,2000,8,77486
Petrified Forest National Park,PEFO,2000,9,50507
Petrified Forest National Park,PEFO,2000,10,45884
Petrified Forest National Park,PEFO,2000,11,25596
Petrified Forest National Park,PEFO,2000,12,21469
Pinnacles National Park,PINN,2000,1,10667
Pinnacles National Park,PINN,2000,2,8961
Pinnacles National Park,PINN,2000,3,16152
Pinnacles National Park,PINN,2000,4,24995
Pinnacles National Park,PINN,2000,5,16955
Pinnacles National Park,PINN,2000,6,13136
Pinnacles National Park,PINN,2000,7,16089
Pinnacles National Park,PINN,2000,8,12379
Pinnacles National Park,PINN,2000,9,11276
Pinnacles National Park,PINN,2000,10,10909
Pinnacles National Park,PINN,2000,11,10109
Pinnacles National Park,PINN,2000,12,10482
Redwood National Park,REDW,2000,1,17835
Redwood National Park,REDW,2000,2,17575
Redwood National Park,REDW,2000,3,19239
Redwood National Park,REDW,2000,4,24315
Redwood National Park,REDW,2000,5,40500
Redwood National Park,REDW,2000,6,39788
Redwood National Park,REDW,2000,7,58541
Redwood National Park,REDW,2000,8,56010
Redwood National Park,REDW,2000,9,43390
Redwood National Park,REDW,2000,10,29581
Redwood National Park,REDW,2000,11,17673
Redwood National Park,REDW,2000,12,18806
Rocky Mountain National Park,ROMO,2000,1,67728
Rocky Mountain National Park,ROMO,2000,2,74328
Rocky Mountain National Park,ROMO,2000,3,83498
Rocky Mountain National Park,ROMO,2000,4,82564
Rocky Mountain National Park,ROMO,2000,5,211790
Rocky Mountain National Park,ROMO,2000,6,483925
Rocky Mountain National Park,ROMO,2000,7,735598
Rocky Mountain National Park,ROMO,2000,8,597407
Rocky Mountain National Park,ROMO,2000,9,448191
Rocky Mountain National Park,ROMO,2000,10,242240
Rocky Mountain National Park,ROMO,2000,11,85145
Rocky Mountain National Park,ROMO,2000,12,72978
Saguaro National Park,SAGU,2000,1,75600
Saguaro National Park,SAGU,2000,2,109956
Saguaro National Park,SAGU,2000,3,103194
Saguaro National Park,SAGU,2000,4,78022
Saguaro National Park,SAGU,2000,5,45792
Saguaro National Park,SAGU,2000,6,50792
Saguaro National Park,SAGU,2000,7,42136
Saguaro National Park,SAGU,2000,8,37172
Saguaro National Park,SAGU,2000,9,36249
Saguaro National Park,SAGU,2000,10,47194
Saguaro National Park,SAGU,2000,11,80493
Saguaro National Park,SAGU,2000,12,58595
Theodore Roosevelt National Park,THRO,1998,1,3211
Theodore Roosevelt National Park,THRO,1998,2,3222
