park_name,park_code,year,month,visits
Black Canyon of the Gunnison National Park,BLCA,2007,7,33598
Black Canyon of the Gunnison National Park,BLCA,2007,8,29479
Black Canyon of the Gunnison National Park,BLCA,2007,9,24181
Black Canyon of the Gunnison National Park,BLCA,2007,10,23626
Black Canyon of the Gunnison National Park,BLCA,2007,11,11811
Black Canyon of the Gunnison National Park,BLCA,2007,12,2123
Wrangell-St. Elias National Park,WRST,2011,1,25
Wrangell-St. Elias National Park,WRST,2011,2,95
Wrangell-St. Elias National Park,WRST,2011,3,230
Wrangell-St. Elias National Park,WRST,2011,4,520
Wrangell-St. Elias National Park,WRST,2011,5,3833
Wrangell-St. Elias National Park,WRST,2011,6,14488
Wrangell-St. Elias National Park,WRST,2011,7,20344
Wrangell-St. Elias National Park,WRST,2011,8,17734
Wrangell-St. Elias National Park,WRST,2011,9,7331
Wrangell-St. Elias National Park,WRST,2011,10,530
Wrangell-St. Elias National Park,WRST,2011,11,60
Wrangell-St. Elias National Park,WRST,2011,12,35
Olympic National Park,OLYM,2007,1,94454
Olympic National Park,OLYM,2007,2,105116
Olympic National Park,OLYM,2007,3,110831
Olympic National Park,OLYM,2007,4,125060
Olympic National Park,OLYM,2007,5,308662
Olympic National Park,OLYM,2007,6,291907
Olympic National Park,OLYM,2007,7,405967
Olympic National Park,OLYM,2007,8,731346
Olympic National Park,OLYM,2007,9,387414
Olympic National Park,OLYM,2007,10,200700
Olympic National Park,OLYM,2007,11,142776
Olympic National Park,OLYM,2007,12,84453
North Cascades National Park,NOCA,2011,1,0
North Cascades National Park,NOCA,2011,2,4
North Cascades National Park,NOCA,2011,3,7
North Cascades National Park,NOCA,2011,4,203
North Cascades National Park,NOCA,2011,5,672
North Cascades National Park,NOCA,2011,6,2384
North Cascades National Park,NOCA,2011,7,5454
Joshua Tree National Park,JOTR,2007,1,95278
Joshua Tree National Park,JOTR,2007,2,124960
Joshua Tree National Park,JOTR,2007,3,149974
Joshua Tree National Park,JOTR,2007,4,166256
Joshua Tree National Park,JOTR,2007,5,105744
Joshua Tree National Park,JOTR,2007,6,68848
Joshua Tree National Park,JOTR,2007,7,68325
Joshua Tree National Park,JOTR,2007,8,73565
Joshua Tree National Park,JOTR,2007,9,76578
Joshua Tree National Park,JOTR,2007,10,107220
Joshua Tree National Park,JOTR,2007,11,156581
Joshua Tree National Park,JOTR,2007,12,105650
North Cascades National Park,NOCA,2011,8,5045
North Cascades National Park,NOCA,2011,9,4312
North Cascades National Park,NOCA,2011,10,1032
North Cascades National Park,NOCA,2011,11,49
North Cascades National Park,NOCA,2011,12,46
Petrified Forest National Park,PEFO,2011,1,17603
Petrified Forest National Park,PEFO,2011,2,18521
Petrified Forest National Park,PEFO,2011,3,49451
Petrified Forest National Park,PEFO,2011,4,51767
Petrified Forest National Park,PEFO,2011,5,59023
Petrified Forest National Park,PEFO,2011,6,88845
Petrified Forest National Park,PEFO,2011,7,95900
Petrified Forest National Park,PEFO,2011,8,73034
Petrified Forest National Park,PEFO,2011,9,56604
Petrified Forest National Park,PEFO,2011,10,52807
Petrified Forest National Park,PEFO,2011,11,30612
Petrified Forest National Park,PEFO,2011,12,19887
Big Bend National Park,BIBE,1979,1,22294
Big Bend National Park,BIBE,1979,2,16796
Big Bend National Park,BIBE,1979,3,45669
Big Bend National Park,BIBE,1979,4,44866
Big Bend National Park,BIBE,1979,5,18691
Big Bend National Park,BIBE,1979,6,28633
Big Bend National Park,BIBE,1979,7,15990
Big Bend National Park,BIBE,1979,8,18432
Big Bend National Park,BIBE,1979,9,19056
Big Bend National Park,BIBE,1979,10,16633
Big Bend National Park,BIBE,1979,11,26879
Big Bend National Park,BIBE,1979,12,9002
Big Bend National Park,BIBE,1980,1,23095
Big Bend National Park,BIBE,1980,2,14945
Big Bend National Park,BIBE,1980,3,30237
Big Bend National Park,BIBE,1980,4,25430
Big Bend National Park,BIBE,1980,5,14458
Big Bend National Park,BIBE,1980,6,11467
Big Bend National Park,BIBE,1980,7,8574
Big Bend National Park,BIBE,1980,8,9197
Big Bend National Park,BIBE,1980,9,9309
Big Bend National Park,BIBE,1980,10,10343
Big Bend National Park,BIBE,1980,11,9999
Big Bend National Park,BIBE,1980,12,6954
Big Bend National Park,BIBE,1981,1,12816
Big Bend National Park,BIBE,1981,2,9092
Big Bend National Park,BIBE,1981,3,25057
Big Bend National Park,BIBE,1981,4,24094
Big Bend National Park,BIBE,1981,5,17269
Big Bend National Park,BIBE,1981,6,13084
Big Bend National Park,BIBE,1981,7,12463
Big Bend National Park,BIBE,1981,8,11407
Big Bend National Park,BIBE,1981,9,10222
Big Bend National Park,BIBE,1981,10,8615
Big Bend National Park,BIBE,1981,11,12290
Big Bend National Park,BIBE,1981,12,10923
Big Bend National Park,BIBE,1982,1,13518
Big Bend National Park,BIBE,1982,2,12016
Big Bend National Park,BIBE,1982,3,24188
Big Bend National Park,BIBE,1982,4,25565
Big Bend National Park,BIBE,1982,5,16900
Big Bend National Park,BIBE,1982,6,16763
Big Bend National Park,BIBE,1982,7,12623
Big Bend National Park,BIBE,1982,8,12969
Big Bend National Park,BIBE,1982,9,9395
Big Bend National Park,BIBE,1982,10,13289
Big Bend National Park,BIBE,1982,11,13937
Big Bend National Park,BIBE,1982,12,8981
Big Bend National Park,BIBE,1983,1,10415
Big Bend National Park,BIBE,1983,2,10141
Big Bend National Park,BIBE,1983,3,20173
Big Bend National Park,BIBE,1983,4,20457
Big Bend National Park,BIBE,1983,5,15563
Big Bend National Park,BIBE,1983,6,14586
Big Bend National Park,BIBE,1983,7,14103
Big Bend National Park,BIBE,1983,8,11294
Big Bend National Park,BIBE,1983,9,10003
Big Bend National Park,BIBE,1983,10,12502
Big Bend National Park,BIBE,1983,11,16490
Big Bend National Park,BIBE,1983,12,9199
Big Bend National Park,BIBE,1984,1,9320
Big Bend National Park,BIBE,1984,2,14211
Big Bend National Park,BIBE,1984,3,31219
Big Bend National Park,BIBE,1984,4,24484
Big Bend National Park,BIBE,1984,5,13477
Big Bend National Park,BIBE,1984,6,13121
Big Bend National Park,BIBE,1984,7,9465
Big Bend National Park,BIBE,1984,8,10769
Big Bend National Park,BIBE,1984,9,7683
Big Bend National Park,BIBE,1984,10,9323
Big Bend National Park,BIBE,1984,11,14548
Big Bend National Park,BIBE,1984,12,10045
Big Bend National Park,BIBE,1985,1,11530
Big Bend National Park,BIBE,1985,2,12586
Big Bend National Park,BIBE,1985,3,27573
Big Bend National Park,BIBE,1985,4,28268
Big Bend National Park,BIBE,1985,5,16351
Big Bend National Park,BIBE,1985,6,15597
Big Bend National Park,BIBE,1985,7,10093
Big Bend National Park,BIBE,1985,8,11927
Big Bend National Park,BIBE,1985,9,11109
Big Bend National Park,BIBE,1985,10,14360
Big Bend National Park,BIBE,1985,11,15559
Big Bend National Park,BIBE,1985,12,13092
Big Bend National Park,BIBE,1986,1,11279
Big Bend National Park,BIBE,1986,2,13792
Big Bend National Park,BIBE,1986,3,30013
Big Bend National Park,BIBE,1986,4,32280
Big Bend National Park,BIBE,1986,5,18883
Big Bend National Park,BIBE,1986,6,17504
Big Bend National Park,BIBE,1986,7,13629
Big Bend National Park,BIBE,1986,8,11578
Big Bend National Park,BIBE,1986,9,11085
Big Bend National Park,BIBE,1986,10,12262
Big Bend National Park,BIBE,1986,11,14338
Big Bend National Park,BIBE,1986,12,13979
Big Bend National Park,BIBE,1987,1,15723
Big Bend National Park,BIBE,1987,2,19487
Big Bend National Park,BIBE,1987,3,30745
Big Bend National Park,BIBE,1987,4,31975
Big Bend National Park,BIBE,1987,5,27676
Big Bend National Park,BIBE,1987,6,21198
Big Bend National Park,BIBE,1987,7,13397
Big Bend National Park,BIBE,1987,8,11640
Big Bend National Park,BIBE,1987,9,10020
Big Bend National Park,BIBE,1987,10,17159
Big Bend National Park,BIBE,1987,11,18394
Big Bend National Park,BIBE,1987,12,10507
Big Bend National Park,BIBE,1988,1,7488
Big Bend National Park,BIBE,1988,2,11925
Big Bend National Park,BIBE,1988,3,35212
Big Bend National Park,BIBE,1988,4,36714
Big Bend National Park,BIBE,1988,5,23661
Big Bend National Park,BIBE,1988,6,22719
Big Bend National Park,BIBE,1988,7,17217
Canyonlands National Park,CANY,2011,1,3778
Canyonlands National Park,CANY,2011,2,6449
Canyonlands National Park,CANY,2011,3,27781
Canyonlands National Park,CANY,2011,4,52941
Canyonlands National Park,CANY,2011,5,77155
Canyonlands National Park,CANY,2011,6,51268
Canyonlands National Park,CANY,2011,7,49955
Canyonlands National Park,CANY,2011,8,63815
Canyonlands National Park,CANY,2011,9,63613
Canyonlands National Park,CANY,2011,10,57486
Big Bend National Park,BIBE,1988,8,15373
Big Bend National Park,BIBE,1988,9,15799
Big Bend National Park,BIBE,1988,10,17243
Big Bend National Park,BIBE,1988,11,22089
Big Bend National Park,BIBE,1988,12,14155
Big Bend National Park,BIBE,1989,1,15999
Big Bend National Park,BIBE,1989,2,24554
Big Bend National Park,BIBE,1989,3,38906
Big Bend National Park,BIBE,1989,4,35090
Big Bend National Park,BIBE,1989,5,18780
Canyonlands National Park,CANY,2011,11,13544
Canyonlands National Park,CANY,2011,12,5988
Big Bend National Park,BIBE,1989,6,21350
Big Bend National Park,BIBE,1989,7,22965
Big Bend National Park,BIBE,1989,8,12777
Big Bend National Park,BIBE,1989,9,16539
Big Bend National Park,BIBE,1989,10,24827
Big Bend National Park,BIBE,1989,11,28475
Big Bend National Park,BIBE,1989,12,21466
Big Bend National Park,BIBE,1990,1,16452
Big Bend National Park,BIBE,1990,2,19836
Big Bend National Park,BIBE,1990,3,39005
Big Bend National Park,BIBE,1990,4,32422
Big Bend National Park,BIBE,1990,5,16292
Big Bend National Park,BIBE,1990,6,18026
Big Bend National Park,BIBE,1990,7,12267
Big Bend National Park,BIBE,1990,8,6255
Big Bend National Park,BIBE,1990,9,16539
Big Bend National Park,BIBE,1990,10,24827
Big Bend National Park,BIBE,1990,11,23786
Big Bend National Park,BIBE,1990,12,31671
Big Bend National Park,BIBE,1991,1,17977
Big Bend National Park,BIBE,1991,2,22600
Big Bend National Park,BIBE,1991,3,40896
Big Bend National Park,BIBE,1991,4,53221
Big Bend National Park,BIBE,1991,5,24502
Big Bend National Park,BIBE,1991,6,23287
Big Bend National Park,BIBE,1991,7,15938
Big Bend National Park,BIBE,1991,8,21048
Big Bend National Park,BIBE,1991,9,13096
Big Bend National Park,BIBE,1991,10,20709
Big Bend National Park,BIBE,1991,11,24073
Big Bend National Park,BIBE,1991,12,19123
Big Bend National Park,BIBE,1992,1,23838
Big Bend National Park,BIBE,1992,2,25624
Big Bend National Park,BIBE,1992,3,35180
Big Bend National Park,BIBE,1992,4,46568
Big Bend National Park,BIBE,1992,5,28153
Big Bend National Park,BIBE,1992,6,21756
Big Bend National Park,BIBE,1992,7,18954
Big Bend National Park,BIBE,1992,8,16611
Big Bend National Park,BIBE,1992,9,12824
Big Bend National Park,BIBE,1992,10,22492
Big Bend National Park,BIBE,1992,11,23412
Big Bend National Park,BIBE,1992,12,19123
Big Bend National Park,BIBE,1993,1,26182
Big Bend National Park,BIBE,1993,2,25205
Big Bend National Park,BIBE,1993,3,54643
Big Bend National Park,BIBE,1993,4,45573
Big Bend National Park,BIBE,1993,5,26348
Big Bend National Park,BIBE,1993,6,24032
Big Bend National Park,BIBE,1993,7,18426
Big Bend National Park,BIBE,1993,8,15839
Big Bend National Park,BIBE,1993,9,18372
Big Bend National Park,BIBE,1993,10,21299
Big Bend National Park,BIBE,1993,11,31317
Big Bend National Park,BIBE,1993,12,20671
Big Bend National Park,BIBE,1994,1,25516
Big Bend National Park,BIBE,1994,2,30867
Big Bend National Park,BIBE,1994,3,56015
Big Bend National Park,BIBE,1994,4,45289
Big Bend National Park,BIBE,1994,5,28750
Big Bend National Park,BIBE,1994,6,29870
Big Bend National Park,BIBE,1994,7,13092
Big Bend National Park,BIBE,1994,8,17400
Big Bend National Park,BIBE,1994,9,17816
Big Bend National Park,BIBE,1994,10,20827
Big Bend National Park,BIBE,1994,11,31664
Big Bend National Park,BIBE,1994,12,13311
Big Bend National Park,BIBE,1995,1,23945
Big Bend National Park,BIBE,1995,2,31503
Big Bend National Park,BIBE,1995,3,64318
Big Bend National Park,BIBE,1995,4,37136
Big Bend National Park,BIBE,1995,5,25568
Big Bend National Park,BIBE,1995,6,19940
Big Bend National Park,BIBE,1995,7,17250
Big Bend National Park,BIBE,1995,8,13652
Big Bend National Park,BIBE,1995,9,14497
Big Bend National Park,BIBE,1995,10,24209
Big Bend National Park,BIBE,1995,11,18890
Big Bend National Park,BIBE,1995,12,4552
Big Bend National Park,BIBE,1996,1,12351
Big Bend National Park,BIBE,1996,2,21681
Big Bend National Park,BIBE,1996,3,39703
Big Bend National Park,BIBE,1996,4,38100
Big Bend National Park,BIBE,1996,5,28018
Big Bend National Park,BIBE,1996,6,24114
Big Bend National Park,BIBE,1996,7,17008
Big Bend National Park,BIBE,1996,8,15820
Big Bend National Park,BIBE,1996,9,15954
Big Bend National Park,BIBE,1996,10,22198
Big Bend National Park,BIBE,1996,11,26188
Big Bend National Park,BIBE,1996,12,18319
Big Bend National Park,BIBE,1997,1,23729
Big Bend National Park,BIBE,1997,2,27249
Hot Springs National Park,HOSP,2011,1,64291
Hot Springs National Park,HOSP,2011,2,56491
Hot Springs National Park,HOSP,2011,3,99721
Hot Springs National Park,HOSP,2011,4,90462
Hot Springs National Park,HOSP,2011,5,117839
Hot Springs National Park,HOSP,2011,6,154855
Hot Springs National Park,HOSP,2011,7,166479
Big Bend National Park,BIBE,1997,3,49984
Big Bend National Park,BIBE,1997,4,39816
Big Bend National Park,BIBE,1997,5,29506
Big Bend National Park,BIBE,1997,6,20799
Big Bend National Park,BIBE,1997,7,16292
Big Bend National Park,BIBE,1997,8,9190
Big Bend National Park,BIBE,1997,9,13579
Big Bend National Park,BIBE,1997,10,24675
Big Bend National Park,BIBE,1997,11,24397
Big Bend National Park,BIBE,1997,12,26666
Hot Springs National Park,HOSP,2011,8,138971
Hot Springs National Park,HOSP,2011,9,206766
Hot Springs National Park,HOSP,2011,10,128869
Hot Springs National Park,HOSP,2011,11,97348
Hot Springs National Park,HOSP,2011,12,74262
New River Gorge National Park,NEPE,2007,1,5632
New River Gorge National Park,NEPE,2007,2,6503
New River Gorge National Park,NEPE,2007,3,9063
New River Gorge National Park,NEPE,2007,4,17506
New River Gorge National Park,NEPE,2007,5,31876
New River Gorge National Park,NEPE,2007,6,23592
New River Gorge National Park,NEPE,2007,7,29341
New River Gorge National Park,NEPE,2007,8,42201
New River Gorge National Park,NEPE,2007,9,29477
New River Gorge National Park,NEPE,2007,10,14932
Guadalupe Mountains National Park,GUMO,2011,1,8375
Guadalupe Mountains National Park,GUMO,2011,2,12062
Guadalupe Mountains National Park,GUMO,2011,3,19782
Guadalupe Mountains National Park,GUMO,2011,4,15344
New River Gorge National Park,NEPE,2007,11,10377
New River Gorge National Park,NEPE,2007,12,5068
Guadalupe Mountains National Park,GUMO,2011,5,9715
Guadalupe Mountains National Park,GUMO,2011,6,12729
Guadalupe Mountains National Park,GUMO,2011,7,13290
Guadalupe Mountains National Park,GUMO,2011,8,10434
Guadalupe Mountains National Park,GUMO,2011,9,11106
Guadalupe Mountains National Park,GUMO,2011,10,17482
Guadalupe Mountains National Park,GUMO,2011,11,13697
Guadalupe Mountains National Park,GUMO,2011,12,8530
White Sands National Park,WHSA,2002,1,24856
White Sands National Park,WHSA,2002,2,24507
White Sands National Park,WHSA,2002,3,77443
White Sands National Park,WHSA,2002,4,42955
White Sands National Park,WHSA,2002,5,48570
White Sands National Park,WHSA,2002,6,52225
White Sands National Park,WHSA,2002,7,67415
White Sands National Park,WHSA,2002,8,46528
White Sands National Park,WHSA,2002,9,32707
White Sands National Park,WHSA,2002,10,29297
Gates of the Arctic National Park,GAAR,2007,1,1
Gates of the Arctic National Park,GAAR,2007,2,2
Gates of the Arctic National Park,GAAR,2007,3,8
Gates of the Arctic National Park,GAAR,2007,4,0
Gates of the Arctic National Park,GAAR,2007,5,349
White Sands National Park,WHSA,2002,11,24168
White Sands National Park,WHSA,2002,12,28293
Gates of the Arctic National Park,GAAR,2007,6,2926
Gates of the Arctic National Park,GAAR,2007,7,3473
Gates of the Arctic National Park,GAAR,2007,8,3588
Gates of the Arctic National Park,GAAR,2007,9,585
Gates of the Arctic National Park,GAAR,2007,10,0
Gates of the Arctic National Park,GAAR,2007,11,3
Gates of the Arctic National Park,GAAR,2007,12,7
Great Smoky Mountains National Park,GRSM,2011,1,214609
Great Smoky Mountains National Park,GRSM,2011,2,315206
Great Smoky Mountains National Park,GRSM,2011,3,502501
Great Smoky Mountains National Park,GRSM,2011,4,690037
Great Smoky Mountains National Park,GRSM,2011,5,727237
Great Smoky Mountains National Park,GRSM,2011,6,1121001
Great Smoky Mountains National Park,GRSM,2011,7,1342491
Great Smoky Mountains National Park,GRSM,2011,8,1002603
Great Smoky Mountains National Park,GRSM,2011,9,882269
Great Smoky Mountains National Park,GRSM,2011,10,1133530
Great Smoky Mountains National Park,GRSM,2011,11,605743
Great Smoky Mountains National Park,GRSM,2011,12,471603
Katmai National Park,KATM,2011,1,25
Katmai National Park,KATM,2011,2,25
Katmai National Park,KATM,2011,3,25
Katmai National Park,KATM,2011,4,210
Katmai National Park,KATM,2011,5,210
Katmai National Park,KATM,2011,6,5524
Katmai National Park,KATM,2011,7,25229
Katmai National Park,KATM,2011,8,8960
Katmai National Park,KATM,2011,9,8731
Katmai National Park,KATM,2011,10,0
Katmai National Park,KATM,2011,11,0
Katmai National Park,KATM,2011,12,0
Theodore Roosevelt National Park,THRO,2007,1,1202
Theodore Roosevelt National Park,THRO,2007,2,1211
Theodore Roosevelt National Park,THRO,2007,3,2797
Theodore Roosevelt National Park,THRO,2007,4,17243
Theodore Roosevelt National Park,THRO,2007,5,34709
Theodore Roosevelt National Park,THRO,2007,6,79894
Theodore Roosevelt National Park,THRO,2007,7,108614
Theodore Roosevelt National Park,THRO,2007,8,101104
Theodore Roosevelt National Park,THRO,2007,9,64598
